Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,VS_Puzzle,Clicks,Prompt
1,1642801556033,21/01/2022 21:45:56,1642800476163,0,21/01/2022 21:27:56,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1642801558176,21/01/2022 21:45:58,1642800478362,0,21/01/2022 21:27:58,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2088.9,,,,,0,1,0,,,,,,Instructions,,,
3,1642801558628,21/01/2022 21:45:58,1642800478808,0,21/01/2022 21:27:58,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 2,fixation,fixation,452.77155555555555,,,,,0,1,0,,,,,1,Task,Image3.PNG,1,
4,1642801563271,21/01/2022 21:46:03,1642800483451,0,21/01/2022 21:28:03,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,2,Screen 1,advancementZone,click_painting,4634,,,click,1,0,1,0,604,245,,,1,Task,Image3.PNG,1,
5,1642801563560,21/01/2022 21:46:03,1642800483690,0,21/01/2022 21:28:03,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,4,1,2,Screen 1,advancementZone,click_painting,4872.1,,,click limit reached,1,0,1,0,,,,,1,Task,Image3.PNG,1,
6,1642801563966,21/01/2022 21:46:03,1642800484151,0,21/01/2022 21:28:04,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,2,2,1,Screen 2,fixation,fixation,456.29199999999946,,,,,0,1,0,,,,,1,Task,Image1.PNG,1,
7,1642801577265,21/01/2022 21:46:17,1642800497460,0,21/01/2022 21:28:17,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,2,2,2,Screen 1,advancementZone,click_painting,13298.6,,,click,1,0,1,0,490,121,,,1,Task,Image1.PNG,1,
8,1642801577512,21/01/2022 21:46:17,1642800497704,0,21/01/2022 21:28:17,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,2,2,2,Screen 1,advancementZone,click_painting,13542.800000000001,,,click limit reached,1,0,1,0,,,,,1,Task,Image1.PNG,1,
9,1642801577969,21/01/2022 21:46:17,1642800498156,0,21/01/2022 21:28:18,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,5,3,1,Screen 2,fixation,fixation,451.16888888888934,,,,,0,1,0,,,,,1,Task,Image4.PNG,1,
10,1642801591268,21/01/2022 21:46:31,1642800511459,0,21/01/2022 21:28:31,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,5,3,2,Screen 1,advancementZone,click_painting,13296.400000000001,,,click,1,0,1,0,481,89,,,1,Task,Image4.PNG,1,
11,1642801591518,21/01/2022 21:46:31,1642800511702,0,21/01/2022 21:28:31,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,5,3,2,Screen 1,advancementZone,click_painting,13538.599999999999,,,click limit reached,1,0,1,0,,,,,1,Task,Image4.PNG,1,
12,1642801591991,21/01/2022 21:46:31,1642800512152,0,21/01/2022 21:28:32,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,3,4,1,Screen 2,fixation,fixation,451.23733333333075,,,,,0,1,0,,,,,1,Task,Image2.PNG,1,
13,1642801604771,21/01/2022 21:46:44,1642800524954,0,21/01/2022 21:28:44,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,3,4,2,Screen 1,advancementZone,click_painting,12792.5,,,click,1,0,1,0,164,213,,,1,Task,Image2.PNG,1,
14,1642801604995,21/01/2022 21:46:44,1642800525184,0,21/01/2022 21:28:45,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,3,4,2,Screen 1,advancementZone,click_painting,13022.5,,,click limit reached,1,0,1,0,,,,,1,Task,Image2.PNG,1,
15,1642801608841,21/01/2022 21:46:48,1642800529017,0,21/01/2022 21:28:49,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,3808.800000000003,,,,,0,1,0,,,,,,Break,,,
16,1642801613240,21/01/2022 21:46:53,1642800533432,0,21/01/2022 21:28:53,53563,21,task-9zzh,,18745672,BLIND,5550049,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 17.17134,1422x800,1422x800,,Visual Search Click on Location,9,bothFirst,157,Right,157,Right,,,,,Spreadsheet1,Spreadsheet1,8,1,1,Screen 3,Zone1,continue_button,4397.699999999997,,,,,0,1,0,,,,,2,Task_paced,Image6_many.PNG,10,Find as many Ys as you can within 10 seconds
