Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,VS_Puzzle,Clicks,Prompt
1,1627146814013,24/07/2021 17:13:34,1627146858834,1,24/07/2021 18:14:18,53563,19,task-i37h,,14558835,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1627146832926,24/07/2021 17:13:52,1627146877583,1,24/07/2021 18:14:37,53563,19,task-i37h,,14558835,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,18676.299999952316,,,,,0,1,0,,,,,,Instructions,,,
3,1627146833348,24/07/2021 17:13:53,1627146878030,1,24/07/2021 18:14:38,53563,19,task-i37h,,14558835,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 2,fixation,fixation,450.994999999999,,,,,0,1,0,,,,,1,Task,Image2.PNG,1,
4,1627146867287,24/07/2021 17:14:27,1627146912172,1,24/07/2021 18:15:12,53563,19,task-i37h,,14558835,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,3,1,2,Screen 1,advancementZone,click_painting,34127.799999952316,,,click,1,0,1,0,160,214,,,1,Task,Image2.PNG,1,
5,1627146867524,24/07/2021 17:14:27,1627146912417,1,24/07/2021 18:15:12,53563,19,task-i37h,,14558835,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,3,1,2,Screen 1,advancementZone,click_painting,34373.39999985695,,,click limit reached,1,0,1,0,,,,,1,Task,Image2.PNG,1,
6,1627146867983,24/07/2021 17:14:27,1627146912868,1,24/07/2021 18:15:12,53563,19,task-i37h,,14558835,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,4,2,1,Screen 2,fixation,fixation,450.4490000000005,,,,,0,1,0,,,,,1,Task,Image3.PNG,1,
7,1627146877531,24/07/2021 17:14:37,1627146922424,1,24/07/2021 18:15:22,53563,19,task-i37h,,14558835,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,4,2,2,Screen 1,advancementZone,click_painting,9548.299999952316,,,click,1,0,1,0,600.9404388714734,255,,,1,Task,Image3.PNG,1,
8,1627146877762,24/07/2021 17:14:37,1627146922667,1,24/07/2021 18:15:22,53563,19,task-i37h,,14558835,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,4,2,2,Screen 1,advancementZone,click_painting,9790.799999952316,,,click limit reached,1,0,1,0,,,,,1,Task,Image3.PNG,1,
9,1627146878206,24/07/2021 17:14:38,1627146923112,1,24/07/2021 18:15:23,53563,19,task-i37h,,14558835,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,5,3,1,Screen 2,fixation,fixation,451.0060000000012,,,,,0,1,0,,,,,1,Task,Image4.PNG,1,
10,1627146887614,24/07/2021 17:14:47,1627146932494,1,24/07/2021 18:15:32,53563,19,task-i37h,,14558835,uoodo0al,4333147,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 91.0.864.67,1536x864,1536x864,,Visual Search Click on Location,8,oneFirst,,,,,183,Right,183,Right,Spreadsheet1,Spreadsheet1,5,3,2,Screen 1,advancementZone,click_painting,9379,,,click,1,0,1,0,482,88,,,1,Task,Image4.PNG,1,
