Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,VS_Puzzle,Clicks,Prompt
1,1633943717649,11/10/2021 09:15:17,1633943718008,1,11/10/2021 10:15:18,53563,20,task-3u5y,,16292187,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Visual Search Click on Location,9,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1633943719826,11/10/2021 09:15:19,1633943720152,1,11/10/2021 10:15:20,53563,20,task-3u5y,,16292187,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Visual Search Click on Location,9,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2113.600000023842,,,,,0,1,0,,,,,,Instructions,,,
3,1633943720332,11/10/2021 09:15:20,1633943720594,1,11/10/2021 10:15:20,53563,20,task-3u5y,,16292187,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Visual Search Click on Location,9,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,5,1,1,Screen 2,fixation,fixation,449.58899999999994,,,,,0,1,0,,,,,1,Task,Image4.PNG,1,
4,1633943729944,11/10/2021 09:15:29,1633943730343,1,11/10/2021 10:15:30,53563,20,task-3u5y,,16292187,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Visual Search Click on Location,9,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,5,1,2,Screen 1,advancementZone,click_painting,9745.799999982119,,,click,1,0,1,0,489,92,,,1,Task,Image4.PNG,1,
5,1633943730303,11/10/2021 09:15:30,1633943730577,1,11/10/2021 10:15:30,53563,20,task-3u5y,,16292187,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Visual Search Click on Location,9,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,5,1,2,Screen 1,advancementZone,click_painting,9979.5,,,click limit reached,1,0,1,0,,,,,1,Task,Image4.PNG,1,
6,1633943731329,11/10/2021 09:15:31,1633943731028,1,11/10/2021 10:15:31,53563,20,task-3u5y,,16292187,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Visual Search Click on Location,9,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,4,2,1,Screen 2,fixation,fixation,449.77400000000125,,,,,0,1,0,,,,,1,Task,Image3.PNG,1,
7,1633943735157,11/10/2021 09:15:35,1633943735559,1,11/10/2021 10:15:35,53563,20,task-3u5y,,16292187,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Visual Search Click on Location,9,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,4,2,2,Screen 1,advancementZone,click_painting,4525.800000011921,,,click,1,0,1,0,603,247,,,1,Task,Image3.PNG,1,
8,1633943735383,11/10/2021 09:15:35,1633943735793,1,11/10/2021 10:15:35,53563,20,task-3u5y,,16292187,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Visual Search Click on Location,9,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,4,2,2,Screen 1,advancementZone,click_painting,4759.800000011921,,,click limit reached,1,0,1,0,,,,,1,Task,Image3.PNG,1,
9,1633943736353,11/10/2021 09:15:36,1633943736244,1,11/10/2021 10:15:36,53563,20,task-3u5y,,16292187,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Visual Search Click on Location,9,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,2,3,1,Screen 2,fixation,fixation,450.3760000000002,,,,,0,1,0,,,,,1,Task,Image1.PNG,1,
10,1633943751860,11/10/2021 09:15:51,1633943752267,1,11/10/2021 10:15:52,53563,20,task-3u5y,,16292187,BLIND,4821358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 94.0.992.38,1280x720,1280x609,,Visual Search Click on Location,9,oneFirst,,,,,168,Right,168,Right,Spreadsheet1,Spreadsheet1,2,3,2,Screen 1,advancementZone,click_painting,16016.90000000596,,,click,1,0,1,0,490,120,,,1,Task,Image1.PNG,1,
