Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-qd1r,branch-4d91,branch-6e1m,branch-6mdr,branch-751i,branch-lwwt,branch-7gxz,branch-bbdp,branch-qi5c,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,VS_Puzzle,Clicks,Prompt
1,1642076532910,13/01/2022 12:22:12,1642076532270,0,13/01/2022 12:22:12,53563,21,task-3u5y,,18489380,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,
2,1642076549708,13/01/2022 12:22:29,1642076549135,0,13/01/2022 12:22:29,53563,21,task-3u5y,,18489380,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,16836.100000000093,,,,,0,1,0,,,,,,Instructions,,,
3,1642076550276,13/01/2022 12:22:30,1642076549577,0,13/01/2022 12:22:29,53563,21,task-3u5y,,18489380,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,3,1,1,Screen 2,fixation,fixation,449.91300000000047,,,,,0,1,0,,,,,1,Task,Image2.PNG,1,
4,1642076554919,13/01/2022 12:22:34,1642076554334,0,13/01/2022 12:22:34,53563,21,task-3u5y,,18489380,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,3,1,2,Screen 1,advancementZone,click_painting,4748.899999999907,,,click,1,0,1,0,158,212,,,1,Task,Image2.PNG,1,
5,1642076555158,13/01/2022 12:22:35,1642076554574,0,13/01/2022 12:22:34,53563,21,task-3u5y,,18489380,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,3,1,2,Screen 1,advancementZone,click_painting,4989.200000000186,,,click limit reached,1,0,1,0,,,,,1,Task,Image2.PNG,1,
6,1642076555607,13/01/2022 12:22:35,1642076555024,0,13/01/2022 12:22:35,53563,21,task-3u5y,,18489380,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,5,2,1,Screen 2,fixation,fixation,449.6990000000005,,,,,0,1,0,,,,,1,Task,Image4.PNG,1,
7,1642076560518,13/01/2022 12:22:40,1642076559933,0,13/01/2022 12:22:39,53563,21,task-3u5y,,18489380,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,5,2,2,Screen 1,advancementZone,click_painting,4903.5,,,click,1,0,1,0,478,87,,,1,Task,Image4.PNG,1,
8,1642076560735,13/01/2022 12:22:40,1642076560157,0,13/01/2022 12:22:40,53563,21,task-3u5y,,18489380,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,5,2,2,Screen 1,advancementZone,click_painting,5127.4000000003725,,,click limit reached,1,0,1,0,,,,,1,Task,Image4.PNG,1,
9,1642076561169,13/01/2022 12:22:41,1642076560606,0,13/01/2022 12:22:40,53563,21,task-3u5y,,18489380,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,4,3,1,Screen 2,fixation,fixation,449.75,,,,,0,1,0,,,,,1,Task,Image3.PNG,1,
10,1642076564561,13/01/2022 12:22:44,1642076563982,0,13/01/2022 12:22:43,53563,21,task-3u5y,,18489380,BLIND,5470308,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.55,1280x720,1280x720,,Visual Search Click on Location,9,oneFirst,,,,,163,Right,163,Right,Spreadsheet1,Spreadsheet1,4,3,2,Screen 1,advancementZone,click_painting,3367,,,click,1,0,1,0,604,252,,,1,Task,Image3.PNG,1,
